GENE	G_arboreum%G_a_rep1	G_arboreum%G_a_rep2	G_arboreum_x_raimondii%G_HH_rep1	G_arboreum_x_raimondii%G_HH_rep2	G_raimondii%G_r_rep1	G_raimondii%G_r_rep2
lcl|NC_030664.1_cds_XP_017614106.1_476	120	67	110	142	143	101
lcl|NC_030664.1_cds_XP_017630549.1_477	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017626791.1_479	133	93	41	70	25	20
lcl|NC_030664.1_cds_XP_017626121.1_480	117	65	59	51	27	16
lcl|NC_030664.1_cds_XP_017626081.1_482	120	62	72	54	22	30
lcl|NC_030664.1_cds_XP_017606396.1_488	216	138	211	137	158	120
lcl|NC_030664.1_cds_XP_017631171.1_489	1204	850	2027	1560	1746	1091
lcl|NC_030664.1_cds_XP_017630561.1_490	1	2	0	0	0	0
lcl|NC_030664.1_cds_XP_017643151.1_491	78	0	8	3	0	0
lcl|NC_030664.1_cds_XP_017611122.1_492	163	95	195	116	125	96
lcl|NC_030664.1_cds_XP_017625891.1_493	231	180	308	213	112	74
lcl|NC_030664.1_cds_XP_017630574.1_494	2	0	1	0	0	0
lcl|NC_030664.1_cds_XP_017630598.1_495	11	18	19	12	4	2
lcl|NC_030664.1_cds_XP_017630623.1_496	1	4	2	1	0	0
lcl|NC_030664.1_cds_XP_017629296.1_497	2	4	0	0	0	0
lcl|NC_030664.1_cds_XP_017629293.1_498	3	1	1	1	0	0
lcl|NC_030664.1_cds_XP_017626522.1_499	6	4	6	2	0	0
lcl|NC_030664.1_cds_XP_017638841.1_500	63	32	33	11	9	7
lcl|NC_030664.1_cds_XP_017630695.1_503	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017616216.1_504	16611	10802	4805	4943	10121	6728
lcl|NC_030664.1_cds_XP_017630721.1_505	1	0	1	1	1	3
lcl|NC_030664.1_cds_XP_017642262.1_506	2	0	7	6	3	4
lcl|NC_030664.1_cds_XP_017630731.1_508	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017646982.1_509	4	2	1	0	14	9
lcl|NC_030664.1_cds_XP_017630743.1_510	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017630756.1_511	0	0	0	1	0	0
lcl|NC_030664.1_cds_XP_017630762.1_512	0	0	1	0	0	0
lcl|NC_030664.1_cds_XP_017630775.1_513	0	0	0	0	0	1
lcl|NC_030664.1_cds_XP_017625688.1_514	14	4	37	49	25	25
lcl|NC_030664.1_cds_XP_017644390.1_516	13	2	18	23	7	0
lcl|NC_030664.1_cds_XP_017645011.1_517	7	1	9	20	57	48
lcl|NC_030664.1_cds_XP_017645341.1_518	57	39	48	39	40	28
lcl|NC_030664.1_cds_XP_017611478.1_519	298	198	263	752	245	188
lcl|NC_030664.1_cds_XP_017630798.1_520	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017627782.1_521	43	46	238	167	130	68
lcl|NC_030664.1_cds_XP_017644219.1_522	7	2	4	9	6	3
lcl|NC_030664.1_cds_XP_017647389.1_523	1	0	2	1	1	0
lcl|NC_030664.1_cds_XP_017613105.1_524	142	98	215	87	190	131
lcl|NC_030664.1_cds_XP_017623949.1_526	169	113	188	98	185	109
lcl|NC_030664.1_cds_XP_017603695.1_527	275	99	247	112	258	213
lcl|NC_030664.1_cds_XP_017605386.1_529	78	47	107	240	89	36
lcl|NC_030664.1_cds_XP_017628443.1_530	899	583	397	577	1787	692
lcl|NC_030664.1_cds_XP_017627100.1_531	82	62	44	67	38	28
lcl|NC_030664.1_cds_XP_017605165.1_533	875	643	824	713	1448	835
lcl|NC_030664.1_cds_XP_017624401.1_534	124	82	106	107	111	55
lcl|NC_030664.1_cds_XP_017612863.1_535	243	140	183	113	107	71
lcl|NC_030664.1_cds_XP_017630819.1_536	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017623474.1_537	99	86	156	149	200	115
lcl|NC_030664.1_cds_XP_017606651.1_538	187	151	325	221	286	220
lcl|NC_030664.1_cds_XP_017647333.1_543	1	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017640632.1_544	41	14	14	20	20	20
lcl|NC_030664.1_cds_XP_017646784.1_545	0	2	0	0	0	0
lcl|NC_030664.1_cds_XP_017622732.1_546	67	53	56	41	36	21
lcl|NC_030664.1_cds_XP_017629207.1_547	9	7	14	14	32	13
lcl|NC_030664.1_cds_XP_017627615.1_550	25	11	31	21	30	23
lcl|NC_030664.1_cds_XP_017606095.1_551	99	58	114	70	103	86
lcl|NC_030664.1_cds_XP_017606090.1_552	29	17	47	39	148	134
lcl|NC_030664.1_cds_XP_017646886.1_553	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017644258.1_554	89	60	102	112	65	65
lcl|NC_030664.1_cds_XP_017643286.1_555	28	21	18	14	7	9
lcl|NC_030664.1_cds_XP_017639103.1_556	20	16	12	14	0	0
lcl|NC_030664.1_cds_XP_017630833.1_557	272	163	201	127	140	75
lcl|NC_030664.1_cds_XP_017630844.1_558	35	0	0	0	175	111
lcl|NC_030664.1_cds_XP_017630857.1_559	4	0	0	7	3	0
lcl|NC_030664.1_cds_XP_017630868.1_560	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017646051.1_561	9	2	2	5	10	6
lcl|NC_030664.1_cds_XP_017613127.1_562	260	161	248	276	157	102
lcl|NC_030664.1_cds_XP_017630880.1_563	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017630901.1_564	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017641037.1_565	18	10	27	19	15	4
lcl|NC_030664.1_cds_XP_017641245.1_566	43	30	14	33	31	17
lcl|NC_030664.1_cds_XP_017626276.1_567	106	62	108	122	261	173
lcl|NC_030664.1_cds_XP_017614927.1_568	79	46	78	104	97	74
lcl|NC_030664.1_cds_XP_017628622.1_570	648	371	412	328	999	732
lcl|NC_030664.1_cds_XP_017640953.1_571	21	18	29	31	55	22
lcl|NC_030664.1_cds_XP_017640957.1_572	7	4	16	19	19	7
lcl|NC_030664.1_cds_XP_017604939.1_573	297	185	463	275	357	279
lcl|NC_030664.1_cds_XP_017614044.1_574	161	73	172	107	190	142
lcl|NC_030664.1_cds_XP_017614052.1_575	66	50	58	37	31	22
lcl|NC_030664.1_cds_XP_017641926.1_576	1	0	0	1	0	0
lcl|NC_030664.1_cds_XP_017630936.1_577	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017643202.1_578	66	40	78	44	176	129
lcl|NC_030664.1_cds_XP_017647177.1_579	4	2	3	1	9	4
lcl|NC_030664.1_cds_XP_017604087.1_580	214	143	250	152	210	181
lcl|NC_030664.1_cds_XP_017622788.1_582	11	9	11	6	1	3
lcl|NC_030664.1_cds_XP_017647343.1_584	3	1	5	1	9	5
lcl|NC_030664.1_cds_XP_017605107.1_585	261	139	303	154	176	153
lcl|NC_030664.1_cds_XP_017607845.1_587	72	40	87	46	56	48
lcl|NC_030664.1_cds_XP_017608701.1_588	193	109	171	120	94	95
lcl|NC_030664.1_cds_XP_017622582.1_589	239	151	256	206	414	203
lcl|NC_030664.1_cds_XP_017625926.1_590	42	29	28	27	22	16
lcl|NC_030664.1_cds_XP_017630956.1_591	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017630968.1_592	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017630981.1_593	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017607698.1_594	273	192	291	171	283	222
lcl|NC_030664.1_cds_XP_017630992.1_597	1	0	2	3	6	14
lcl|NC_030664.1_cds_XP_017611951.1_599	219	113	216	219	210	153
lcl|NC_030664.1_cds_XP_017631005.1_601	2	3	0	3	2	1
lcl|NC_030664.1_cds_XP_017643306.1_602	5	3	4	2	10	1
lcl|NC_030664.1_cds_XP_017643298.1_603	4	4	4	3	7	4
lcl|NC_030664.1_cds_XP_017613574.1_604	139	82	134	96	277	204
lcl|NC_030664.1_cds_XP_017613579.1_605	131	93	91	70	221	164
lcl|NC_030664.1_cds_XP_017630204.1_606	80	47	58	48	126	95
lcl|NC_030664.1_cds_XP_017614509.1_607	219	136	134	100	99	65
lcl|NC_030664.1_cds_XP_017609277.1_608	471	308	351	1206	343	216
lcl|NC_030664.1_cds_XP_017631030.1_609	9	4	6	7	11	5
lcl|NC_030664.1_cds_XP_017609268.1_610	156	74	126	214	156	106
lcl|NC_030664.1_cds_XP_017609273.1_611	0	0	1	2	1	1
lcl|NC_030664.1_cds_XP_017628233.1_613	91	44	85	70	33	25
lcl|NC_030664.1_cds_XP_017613328.1_618	123	73	117	99	167	82
lcl|NC_030664.1_cds_XP_017613768.1_622	150	86	138	90	116	94
lcl|NC_030664.1_cds_XP_017631041.1_623	3	0	1	3	0	0
lcl|NC_030664.1_cds_XP_017609588.1_624	473	285	384	317	327	233
lcl|NC_030664.1_cds_XP_017643373.1_626	145	98	74	56	349	209
lcl|NC_030664.1_cds_XP_017648192.1_627	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017643489.1_628	37	32	44	48	34	9
lcl|NC_030664.1_cds_XP_017631054.1_629	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017631065.1_630	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017631076.1_631	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017605169.1_632	32	26	35	18	11	7
lcl|NC_030664.1_cds_XP_017605226.1_633	21	7	18	7	16	26
lcl|NC_030664.1_cds_XP_017605220.1_634	27	7	18	9	13	24
lcl|NC_030664.1_cds_XP_017605179.1_635	51	11	80	51	41	31
lcl|NC_030664.1_cds_XP_017612458.1_640	703	564	704	764	649	242
lcl|NC_030664.1_cds_XP_017627024.1_641	63	28	55	42	80	46
lcl|NC_030664.1_cds_XP_017624094.1_642	47	33	35	50	23	23
lcl|NC_030664.1_cds_XP_017606431.1_643	989	790	1874	1454	1604	795
lcl|NC_030664.1_cds_XP_017631100.1_644	7	14	57	25	7	15
lcl|NC_030664.1_cds_XP_017631113.1_645	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017631136.1_646	20	15	29	5	31	30
lcl|NC_030664.1_cds_XP_017631149.1_647	25	10	18	17	10	8
lcl|NC_030664.1_cds_XP_017631159.1_648	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017631172.1_649	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017611397.1_652	21	14	22	17	21	21
lcl|NC_030664.1_cds_XP_017648282.1_653	3	1	4	5	1	3
lcl|NC_030664.1_cds_XP_017631182.1_654	4	2	3	0	0	0
lcl|NC_030664.1_cds_XP_017631206.1_655	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017626459.1_658	16	14	22	25	9	5
lcl|NC_030664.1_cds_XP_017631219.1_659	20	21	1	1	0	0
lcl|NC_030664.1_cds_XP_017608101.1_660	173	106	198	158	199	194
lcl|NC_030664.1_cds_XP_017629329.1_661	3	2	7	4	4	3
lcl|NC_030664.1_cds_XP_017629325.1_662	7	5	12	7	4	0
lcl|NC_030664.1_cds_XP_017642485.1_663	1	2	1	2	0	0
lcl|NC_030664.1_cds_XP_017623804.1_664	400	390	237	386	2	1
lcl|NC_030664.1_cds_XP_017640288.1_665	56	16	52	129	255	112
lcl|NC_030664.1_cds_XP_017622875.1_666	98	46	69	71	59	55
lcl|NC_030664.1_cds_XP_017631231.1_668	0	0	2	0	0	0
lcl|NC_030664.1_cds_XP_017610081.1_669	1678	865	525	353	1267	1153
lcl|NC_030664.1_cds_XP_017631264.1_670	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017616100.1_672	185	106	183	153	525	309
lcl|NC_030664.1_cds_XP_017631288.1_673	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017610044.1_674	64	22	51	30	30	32
lcl|NC_030664.1_cds_XP_017609969.1_675	71	26	57	44	43	31
lcl|NC_030664.1_cds_XP_017608587.1_676	310	199	312	236	244	213
lcl|NC_030664.1_cds_XP_017606041.1_678	362	205	234	371	145	118
lcl|NC_030664.1_cds_XP_017631313.1_680	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017631326.1_681	0	0	5	2	12	2
lcl|NC_030664.1_cds_XP_017648068.1_682	0	0	0	0	1	1
lcl|NC_030664.1_cds_XP_017612045.1_683	112	72	88	74	56	32
lcl|NC_030664.1_cds_XP_017642309.1_684	12	9	72	26	8	6
lcl|NC_030664.1_cds_XP_017631350.1_685	1321	839	1048	665	1049	925
lcl|NC_030664.1_cds_XP_017631399.1_686	309	217	230	154	287	157
lcl|NC_030664.1_cds_XP_017641296.1_687	17	10	20	14	21	15
lcl|NC_030664.1_cds_XP_017631362.1_688	51	36	20	12	57	39
lcl|NC_030664.1_cds_XP_017608151.1_689	53	42	35	50	51	33
lcl|NC_030664.1_cds_XP_017628300.1_690	117	100	39	61	62	29
lcl|NC_030664.1_cds_XP_017625881.1_691	134	83	183	101	42	41
lcl|NC_030664.1_cds_XP_017631375.1_692	4	6	2	3	0	0
lcl|NC_030664.1_cds_XP_017631400.1_693	2	1	2	3	0	0
lcl|NC_030664.1_cds_XP_017646478.1_694	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017646487.1_695	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017635773.1_696	5	1	12	5	0	0
lcl|NC_030664.1_cds_XP_017631422.1_698	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017644196.1_699	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017646290.1_700	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017641560.1_701	68	49	57	47	32	11
lcl|NC_030664.1_cds_XP_017628827.1_702	194	73	180	109	101	70
lcl|NC_030664.1_cds_XP_017614479.1_703	109	97	87	67	84	62
lcl|NC_030664.1_cds_XP_017640664.1_704	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017627626.1_705	20	12	26	17	35	22
lcl|NC_030664.1_cds_XP_017631433.1_706	0	2	0	0	0	0
lcl|NC_030664.1_cds_XP_017623920.1_707	311	191	145	103	423	343
lcl|NC_030664.1_cds_XP_017604920.1_708	77	28	135	112	260	116
lcl|NC_030664.1_cds_XP_017604906.1_710	232	143	227	189	191	135
lcl|NC_030664.1_cds_XP_017622033.1_712	83	51	65	74	68	43
lcl|NC_030664.1_cds_XP_017619031.1_714	39	28	43	35	31	27
lcl|NC_030664.1_cds_XP_017623633.1_715	117	52	123	126	108	82
lcl|NC_030664.1_cds_XP_017626560.1_717	294	204	212	225	110	86
lcl|NC_030664.1_cds_XP_017607801.1_718	1363	1126	1786	1990	1150	694
lcl|NC_030664.1_cds_XP_017642193.1_719	2	0	1	3	3	0
lcl|NC_030664.1_cds_XP_017631445.1_720	0	0	0	5	0	1
lcl|NC_030664.1_cds_XP_017643578.1_721	213	123	396	224	77	66
lcl|NC_030664.1_cds_XP_017629170.1_722	5	8	5	1	8	4
lcl|NC_030664.1_cds_XP_017640418.1_723	21	23	22	20	26	14
lcl|NC_030664.1_cds_XP_017613732.1_724	25	16	22	10	26	24
lcl|NC_030664.1_cds_XP_017613727.1_725	26	14	20	11	18	27
lcl|NC_030664.1_cds_XP_017631467.1_729	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017631479.1_730	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017610938.1_731	313	242	378	354	360	162
lcl|NC_030664.1_cds_XP_017610338.1_732	175	128	89	77	100	61
lcl|NC_030664.1_cds_XP_017610348.1_733	451	248	547	567	676	288
lcl|NC_030664.1_cds_XP_017611614.1_734	31	18	36	25	60	45
lcl|NC_030664.1_cds_XP_017627862.1_737	29	20	43	77	52	37
lcl|NC_030664.1_cds_XP_017631513.1_738	1	3	2	1	1	0
lcl|NC_030664.1_cds_XP_017632900.1_739	445	261	375	293	241	194
lcl|NC_030664.1_cds_XP_017604428.1_741	375	181	266	209	703	506
lcl|NC_030664.1_cds_XP_017631525.1_744	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017631537.1_745	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017631549.1_746	25	16	5	5	1	3
lcl|NC_030664.1_cds_XP_017602759.1_747	103	72	86	91	49	62
lcl|NC_030664.1_cds_XP_017627115.1_750	34	41	36	46	30	24
lcl|NC_030664.1_cds_XP_017612240.1_752	171	88	179	192	171	114
lcl|NC_030664.1_cds_XP_017631619.1_754	110	94	115	107	185	102
lcl|NC_030664.1_cds_XP_017603294.1_755	646	493	993	738	781	519
lcl|NC_030664.1_cds_XP_017647562.1_756	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017646383.1_757	2	1	2	5	1	3
lcl|NC_030664.1_cds_XP_017631559.1_758	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017631569.1_759	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017641503.1_760	685	499	232	181	435	391
lcl|NC_030664.1_cds_XP_017643184.1_761	14	9	32	14	0	0
lcl|NC_030664.1_cds_XP_017624412.1_763	112	77	47	65	81	45
lcl|NC_030664.1_cds_XP_017631611.1_764	0	0	1	0	0	0
lcl|NC_030664.1_cds_XP_017628313.1_766	1	2	2	1	2	2
lcl|NC_030664.1_cds_XP_017642052.1_767	1891	1151	678	746	1338	949
lcl|NC_030664.1_cds_XP_017631631.1_768	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017631642.1_769	5	5	0	0	3	0
lcl|NC_030664.1_cds_XP_017625723.1_770	75	60	90	98	107	75
lcl|NC_030664.1_cds_XP_017644316.1_772	12	10	16	5	46	44
lcl|NC_030664.1_cds_XP_017609619.1_773	367	253	304	160	293	227
lcl|NC_030664.1_cds_XP_017641940.1_774	90	78	128	212	124	50
lcl|NC_030664.1_cds_XP_017641387.1_776	26	18	4	12	23	9
lcl|NC_030664.1_cds_XP_017625967.1_777	196	106	88	62	224	130
lcl|NC_030664.1_cds_XP_017619852.1_779	142	99	151	93	185	108
lcl|NC_030664.1_cds_XP_017631676.1_780	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017631686.1_781	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017647901.1_782	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017647906.1_783	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017631698.1_784	1	0	0	0	0	1
lcl|NC_030664.1_cds_XP_017631711.1_785	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017631723.1_786	0	1	7	0	1	0
lcl|NC_030664.1_cds_XP_017631748.1_787	0	1	0	0	0	0
lcl|NC_030664.1_cds_XP_017610635.1_788	399	229	296	320	222	174
lcl|NC_030664.1_cds_XP_017647616.1_789	354	189	168	119	218	192
lcl|NC_030664.1_cds_XP_017633472.1_791	155	67	139	97	129	103
lcl|NC_030664.1_cds_XP_017622432.1_793	753	655	862	1012	1061	388
lcl|NC_030664.1_cds_XP_017644435.1_794	5	8	8	6	17	16
lcl|NC_030664.1_cds_XP_017624816.1_795	59	52	49	66	62	41
lcl|NC_030664.1_cds_XP_017646818.1_796	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017609258.1_797	105	86	124	68	100	63
lcl|NC_030664.1_cds_XP_017624590.1_798	56	51	54	89	56	22
lcl|NC_030664.1_cds_XP_017609895.1_799	343	226	273	218	242	175
lcl|NC_030664.1_cds_XP_017625529.1_801	49	28	25	8	15	7
lcl|NC_030664.1_cds_XP_017631757.1_802	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017631758.1_803	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017647966.1_804	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017610526.1_806	159	49	136	75	133	103
lcl|NC_030664.1_cds_XP_017615109.1_808	238	134	133	113	145	126
lcl|NC_030664.1_cds_XP_017614894.1_809	357	184	295	151	252	174
lcl|NC_030664.1_cds_XP_017642840.1_811	38	23	49	59	22	10
lcl|NC_030664.1_cds_XP_017641341.1_813	67	37	50	45	19	15
lcl|NC_030664.1_cds_XP_017631790.1_815	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017645889.1_816	12	3	2	4	3	4
lcl|NC_030664.1_cds_XP_017608480.1_817	248	181	308	238	458	257
lcl|NC_030664.1_cds_XP_017624511.1_818	56	28	34	44	22	9
lcl|NC_030664.1_cds_XP_017631820.1_819	0	0	0	1	0	0
lcl|NC_030664.1_cds_XP_017631844.1_820	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017641495.1_821	9	9	16	18	9	2
lcl|NC_030664.1_cds_XP_017649224.1_823	71	41	70	54	86	57
lcl|NC_030664.1_cds_XP_017631855.1_825	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017623621.1_826	139	89	119	70	72	45
lcl|NC_030664.1_cds_XP_017628452.1_827	604	358	321	234	841	594
lcl|NC_030664.1_cds_XP_017630627.1_830	39	22	28	23	59	48
lcl|NC_030664.1_cds_XP_017613404.1_831	75	44	53	63	12	7
lcl|NC_030664.1_cds_XP_017613420.1_833	55	36	37	50	15	9
lcl|NC_030664.1_cds_XP_017631879.1_834	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017642380.1_835	21	11	7	5	50	16
lcl|NC_030664.1_cds_XP_017631890.1_836	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017613496.1_837	173	114	159	145	231	146
lcl|NC_030664.1_cds_XP_017611490.1_839	269	171	326	311	224	170
lcl|NC_030664.1_cds_XP_017631915.1_843	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017631925.1_844	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017624960.1_845	101	83	242	199	102	59
lcl|NC_030664.1_cds_XP_017610747.1_846	171	120	206	157	208	168
lcl|NC_030664.1_cds_XP_017625147.1_853	2	3	2	2	0	0
lcl|NC_030664.1_cds_XP_017606806.1_856	1197	795	1871	1206	1462	740
lcl|NC_030664.1_cds_XP_017640284.1_857	190	155	209	372	124	70
lcl|NC_030664.1_cds_XP_017609082.1_858	403	280	388	295	242	221
lcl|NC_030664.1_cds_XP_017621982.1_859	73	39	74	50	47	33
lcl|NC_030664.1_cds_XP_017647258.1_861	6	2	7	6	3	1
lcl|NC_030664.1_cds_XP_017638794.1_862	159	106	284	142	102	71
lcl|NC_030664.1_cds_XP_017605885.1_863	187	121	85	87	193	118
lcl|NC_030664.1_cds_XP_017631938.1_864	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017632533.1_865	49	43	50	51	35	23
lcl|NC_030664.1_cds_XP_017632482.1_866	51	50	60	48	51	41
lcl|NC_030664.1_cds_XP_017622133.1_867	54	29	43	31	47	28
lcl|NC_030664.1_cds_XP_017631958.1_870	1	0	0	0	1	0
lcl|NC_030664.1_cds_XP_017624402.1_871	141	92	103	146	99	59
lcl|NC_030664.1_cds_XP_017647364.1_872	0	0	0	0	1	0
lcl|NC_030664.1_cds_XP_017641421.1_873	144	59	94	74	145	99
lcl|NC_030664.1_cds_XP_017648531.1_874	0	0	1	0	0	0
lcl|NC_030664.1_cds_XP_017631970.1_875	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017631982.1_876	1	2	16	9	33	19
lcl|NC_030664.1_cds_XP_017622491.1_877	85	46	96	56	61	32
lcl|NC_030664.1_cds_XP_017622510.1_879	22	12	18	28	8	4
lcl|NC_030664.1_cds_XP_017647841.1_880	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017647660.1_881	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017631994.1_882	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017632008.1_883	1	2	0	0	0	0
lcl|NC_030664.1_cds_XP_017625999.1_886	0	0	0	1	2	0
lcl|NC_030664.1_cds_XP_017646025.1_888	23	12	38	30	32	25
lcl|NC_030664.1_cds_XP_017632019.1_889	5	3	30	13	41	47
lcl|NC_030664.1_cds_XP_017639171.1_890	84	34	52	72	34	34
lcl|NC_030664.1_cds_XP_017646153.1_891	1	0	0	1	0	1
lcl|NC_030664.1_cds_XP_017641439.1_892	27	19	6	8	6	12
lcl|NC_030664.1_cds_XP_017632042.1_893	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017632054.1_894	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017607320.1_895	120	56	48	64	57	40
lcl|NC_030664.1_cds_XP_017607359.1_899	235	157	212	199	174	101
lcl|NC_030664.1_cds_XP_017610728.1_900	153	101	113	93	65	56
lcl|NC_030664.1_cds_XP_017632067.1_901	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017632078.1_902	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017604660.1_904	211	183	249	162	303	215
lcl|NC_030664.1_cds_XP_017629302.1_905	48	37	44	26	67	41
lcl|NC_030664.1_cds_XP_017632101.1_906	0	0	0	1	0	0
lcl|NC_030664.1_cds_XP_017632125.1_907	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017629106.1_908	66	36	54	43	67	48
lcl|NC_030664.1_cds_XP_017628266.1_909	31	39	46	37	20	10
lcl|NC_030664.1_cds_XP_017613520.1_910	452	302	514	618	631	336
lcl|NC_030664.1_cds_XP_017632136.1_911	2	0	46	33	17	10
lcl|NC_030664.1_cds_XP_017644211.1_912	0	0	3	1	2	1
lcl|NC_030664.1_cds_XP_017643939.1_913	27	24	21	10	52	29
lcl|NC_030664.1_cds_XP_017625105.1_915	4	8	10	7	2	8
lcl|NC_030664.1_cds_XP_017625112.1_917	6	0	2	1	1	0
lcl|NC_030664.1_cds_XP_017632145.1_918	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017632155.1_919	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017632167.1_920	6	3	0	0	0	0
lcl|NC_030664.1_cds_XP_017632178.1_921	0	0	0	1	0	0
lcl|NC_030664.1_cds_XP_017646966.1_922	49	35	26	23	27	28
lcl|NC_030664.1_cds_XP_017632190.1_923	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017634188.1_924	4	5	3	4	0	1
lcl|NC_030664.1_cds_XP_017634097.1_925	189	121	177	97	255	186
lcl|NC_030664.1_cds_XP_017641004.1_927	231	92	100	74	139	75
lcl|NC_030664.1_cds_XP_017608881.1_929	460	349	517	456	377	169
lcl|NC_030664.1_cds_XP_017646249.1_931	23	5	38	28	15	15
lcl|NC_030664.1_cds_XP_017647751.1_932	19	4	15	10	15	21
lcl|NC_030664.1_cds_XP_017632200.1_933	1	0	7	3	9	3
lcl|NC_030664.1_cds_XP_017632211.1_934	1	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017632244.1_935	4	3	11	5	7	4
lcl|NC_030664.1_cds_XP_017632272.1_936	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017647311.1_938	2	1	11	2	10	3
lcl|NC_030664.1_cds_XP_017632283.1_939	2	0	4	5	8	7
lcl|NC_030664.1_cds_XP_017632294.1_940	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017632306.1_941	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017632328.1_942	0	2	3	2	0	0
lcl|NC_030664.1_cds_XP_017632357.1_944	38	14	33	11	16	19
lcl|NC_030664.1_cds_XP_017632368.1_945	0	0	3	3	0	1
lcl|NC_030664.1_cds_XP_017632378.1_946	0	0	6	2	4	4
lcl|NC_030664.1_cds_XP_017632390.1_947	17	5	22	10	19	10
lcl|NC_030664.1_cds_XP_017632402.1_948	0	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017630281.1_949	51	25	282	88	103	91
lcl|NC_030664.1_cds_XP_017606111.1_950	1046	529	1068	947	802	547
lcl|NC_030664.1_cds_XP_017644290.1_951	0	0	1	1	0	0
lcl|NC_030664.1_cds_XP_017644945.1_952	1	0	0	0	0	0
lcl|NC_030664.1_cds_XP_017629165.1_953	264	159	374	258	158	79
